filename	TGT	OTH	prev_phone	next_phone	TGT_item	OTH_item	X_item	TGT_first	speaker_tgt_oth	speaker_x
FR2676	o	a	s	k	1231	44	524	False	F02_N	M08_N
FR2677	a	o	s	d	38	9034	40	True	M08_N	M10_N
FR2678	a	o	s	d	38	9034	40	False	M08_N	M10_N
FR2679	o	a	s	d	9034	38	91	True	M08_N	F03_O
FR2680	o	a	s	d	9034	38	91	False	M08_N	F03_O
FR2681	a	o	d	s	9035	88	34	True	M07_O	M08_N
FR2682	a	o	d	s	9035	88	34	False	M07_O	M08_N
FR2683	o	a	d	s	88	9035	9036	True	M07_O	F03_O
FR2684	o	a	d	s	88	9035	9036	False	M07_O	F03_O
FR2685	ʁ	z	e	ɔ	2072	2459	2070	True	M01_O	F02_N
FR2686	ʁ	z	e	ɔ	2072	2459	2070	False	M01_O	F02_N
FR2687	z	ʁ	e	ɔ	2459	2072	303	True	M01_O	M07_N
FR2688	z	ʁ	e	ɔ	2459	2072	303	False	M01_O	M07_N
FR2689	ʁ	z	i	a	1482	7020	1481	True	F01_O	M07_N
FR2690	ʁ	z	i	a	1482	7020	1481	False	F01_O	M07_N
FR2691	z	ʁ	i	a	7020	1482	7158	True	F01_O	M01_O
FR2692	z	ʁ	i	a	7020	1482	7158	False	F01_O	M01_O
FR2693	ʁ	z	a	i	2053	1549	2054	True	F02_N	M01_O
FR2694	ʁ	z	a	i	2053	1549	2054	False	F02_N	M01_O
FR2695	z	ʁ	a	i	1549	2053	7005	True	F02_N	F02_O
FR2696	z	ʁ	a	i	1549	2053	7005	False	F02_N	F02_O
FR2697	ɔ̃	y	t	p	9037	1904	1932	True	F06_O	F03_O
FR2698	ɔ̃	y	t	p	9037	1904	1932	False	F06_O	F03_O
FR2699	y	ɔ̃	t	p	1904	9037	1903	True	F06_O	F05_N
FR2700	y	ɔ̃	t	p	1904	9037	1903	False	F06_O	F05_N
FR2701	ɔ̃	y	s	k	9038	1521	2383	True	M02_O	F01_N
FR2702	ɔ̃	y	s	k	9038	1521	2383	False	M02_O	F01_N
FR2703	y	ɔ̃	s	k	1521	9038	558	True	M02_O	F06_N
FR2704	y	ɔ̃	s	k	1521	9038	558	False	M02_O	F06_N
FR2705	i	ɔ	k	p	744	780	732	True	M07_N	M04_O
FR2706	i	ɔ	k	p	744	780	732	False	M07_N	M04_O
FR2707	ɔ	i	k	p	780	744	9013	True	M07_N	M10_O
FR2708	ɔ	i	k	p	780	744	9013	False	M07_N	M10_O
FR2709	i	ɔ	s	k	2348	172	9039	True	F10_O	M08_N
FR2710	i	ɔ	s	k	2348	172	9039	False	F10_O	M08_N
FR2711	ɔ	i	s	k	172	2348	173	True	F10_O	M02_O
FR2712	ɔ	i	s	k	172	2348	173	False	F10_O	M02_O
FR2713	b	t	i	a	232	291	230	True	M04_O	F06_N
FR2714	b	t	i	a	232	291	230	False	M04_O	F06_N
FR2715	t	b	i	a	291	232	292	True	M04_O	M10_N
FR2716	t	b	i	a	291	232	292	False	M04_O	M10_N
FR2717	b	t	e	ɔ	274	9040	272	True	M01_O	M07_N
FR2718	b	t	e	ɔ	274	9040	272	False	M01_O	M07_N
FR2719	t	b	e	ɔ	9040	274	1394	True	M01_O	F06_N
FR2720	t	b	e	ɔ	9040	274	1394	False	M01_O	F06_N
FR2721	b	t	a	a	319	1411	9007	True	F06_N	F10_O
FR2722	b	t	a	a	319	1411	9007	False	F06_N	F10_O
FR2723	t	b	a	a	1411	319	1412	True	F06_N	F01_O
FR2724	t	b	a	a	1411	319	1412	False	F06_N	F01_O
FR2725	b	n	a	a	319	2144	9007	True	F06_N	F10_O
FR2726	b	n	a	a	319	2144	9007	False	F06_N	F10_O
FR2727	n	b	a	a	2144	319	2143	True	F06_N	F01_O
FR2728	n	b	a	a	2144	319	2143	False	F06_N	F01_O
FR2729	b	n	e	a	331	1185	9041	True	M04_O	F06_N
FR2730	b	n	e	a	331	1185	9041	False	M04_O	F06_N
FR2731	n	b	e	a	1185	331	1187	True	M04_O	M01_O
FR2732	n	b	e	a	1185	331	1187	False	M04_O	M01_O
FR2733	b	n	e	i	2563	2562	2811	True	F06_N	F06_O
FR2734	b	n	e	i	2563	2562	2811	False	F06_N	F06_O
FR2735	n	b	e	i	2562	2563	9042	True	F06_N	M01_O
FR2736	n	b	e	i	2562	2563	9042	False	F06_N	M01_O
FR2737	b	v	i	a	232	298	230	True	M04_O	F06_N
FR2738	b	v	i	a	232	298	230	False	M04_O	F06_N
FR2739	v	b	i	a	298	232	931	True	M04_O	F02_N
FR2740	v	b	i	a	298	232	931	False	M04_O	F02_N
FR2741	b	v	e	ɔ	274	1465	272	True	M01_O	M07_N
FR2742	b	v	e	ɔ	274	1465	272	False	M01_O	M07_N
FR2743	v	b	e	ɔ	1465	274	1463	True	M01_O	M04_O
FR2744	v	b	e	ɔ	1465	274	1463	False	M01_O	M04_O
FR2745	b	v	e	a	311	1469	331	True	M10_N	M04_O
FR2746	b	v	e	a	311	1469	331	False	M10_N	M04_O
FR2747	v	b	e	a	1469	311	1467	True	M10_N	F10_O
FR2748	v	b	e	a	1469	311	1467	False	M10_N	F10_O
FR2749	u	ɛ	p	s	1893	1945	124	True	F10_O	M10_N
FR2750	u	ɛ	p	s	1893	1945	124	False	F10_O	M10_N
FR2751	ɛ	u	p	s	1945	1893	1946	True	F10_O	M10_N
FR2752	ɛ	u	p	s	1945	1893	1946	False	F10_O	M10_N
FR2753	u	ɛ	d	t	2589	2296	9030	True	F03_O	F02_N
FR2754	u	ɛ	d	t	2589	2296	9030	False	F03_O	F02_N
FR2755	ɛ	u	d	t	2296	2589	9043	True	F03_O	M10_N
FR2756	ɛ	u	d	t	2296	2589	9043	False	F03_O	M10_N
FR2757	ɑ̃	ɔ	d	k	1610	1611	589	True	F01_O	M08_N
FR2758	ɑ̃	ɔ	d	k	1610	1611	589	False	F01_O	M08_N
FR2759	ɔ	ɑ̃	d	k	1611	1610	1612	True	F01_O	F06_N
FR2760	ɔ	ɑ̃	d	k	1611	1610	1612	False	F01_O	F06_N
FR2761	ɑ̃	ɔ	k	p	9044	177	1251	True	M07_O	M04_O
FR2762	ɑ̃	ɔ	k	p	9044	177	1251	False	M07_O	M04_O
FR2763	ɔ	ɑ̃	k	p	177	9044	9013	True	M07_O	M10_O
FR2764	ɔ	ɑ̃	k	p	177	9044	9013	False	M07_O	M10_O
FR2765	ɑ̃	ɛ̃	t	s	3022	3023	9045	True	F02_O	F01_N
FR2766	ɑ̃	ɛ̃	t	s	3022	3023	9045	False	F02_O	F01_N
FR2767	ɛ̃	ɑ̃	t	s	3023	3022	9046	True	F02_O	F01_N
FR2768	ɛ̃	ɑ̃	t	s	3023	3022	9046	False	F02_O	F01_N
FR2769	ɑ̃	ɛ̃	s	k	1250	614	1249	True	F02_N	M08_N
FR2770	ɑ̃	ɛ̃	s	k	1250	614	1249	False	F02_N	M08_N
FR2771	ɛ̃	ɑ̃	s	k	614	1250	199	True	F02_N	M04_O
FR2772	ɛ̃	ɑ̃	s	k	614	1250	199	False	F02_N	M04_O
FR2773	ɑ̃	ɛ̃	i	s	2547	1646	2791	True	F01_O	M01_O
FR2774	ɑ̃	ɛ̃	i	s	2547	1646	2791	False	F01_O	M01_O
FR2775	ɛ̃	ɑ̃	i	s	1646	2547	2740	True	F01_O	F03_O
FR2776	ɛ̃	ɑ̃	i	s	1646	2547	2740	False	F01_O	F03_O
FR2777	ɛ	ɛ̃	s	k	198	200	197	True	M10_N	M04_O
FR2778	ɛ	ɛ̃	s	k	198	200	197	False	M10_N	M04_O
FR2779	ɛ̃	ɛ	s	k	200	198	614	True	M10_N	F02_N
FR2780	ɛ̃	ɛ	s	k	200	198	614	False	M10_N	F02_N
FR2781	ɛ	ɛ̃	s	d	1575	1460	9047	True	F06_N	M08_N
FR2782	ɛ	ɛ̃	s	d	1575	1460	9047	False	F06_N	M08_N
FR2783	ɛ̃	ɛ	s	d	1460	1575	9048	True	F06_N	F10_O
FR2784	ɛ̃	ɛ	s	d	1460	1575	9048	False	F06_N	F10_O
FR2785	ɛ	ø	s	k	197	573	198	True	M04_O	M10_N
FR2786	ɛ	ø	s	k	197	573	198	False	M04_O	M10_N
FR2787	ø	ɛ	s	k	573	197	151	True	M04_O	M07_N
FR2788	ø	ɛ	s	k	573	197	151	False	M04_O	M07_N
FR2789	ɛ	ø	d	t	2296	1233	9043	True	F03_O	M10_N
FR2790	ɛ	ø	d	t	2296	1233	9043	False	F03_O	M10_N
FR2791	ø	ɛ	d	t	1233	2296	1234	True	F03_O	M07_N
FR2792	ø	ɛ	d	t	1233	2296	1234	False	F03_O	M07_N
FR2793	s	ʃ	a	e	2038	9014	9049	True	M04_O	F02_N
FR2794	s	ʃ	a	e	2038	9014	9049	False	M04_O	F02_N
FR2795	ʃ	s	a	e	9014	2038	1556	True	M04_O	F03_O
FR2796	ʃ	s	a	e	9014	2038	1556	False	M04_O	F03_O
FR2797	s	ʃ	a	a	1790	335	1358	True	M01_O	F02_N
FR2798	s	ʃ	a	a	1790	335	1358	False	M01_O	F02_N
FR2799	ʃ	s	a	a	335	1790	9015	True	M01_O	F06_N
FR2800	ʃ	s	a	a	335	1790	9015	False	M01_O	F06_N
FR2801	s	ʃ	e	a	2035	1604	1802	True	F06_N	M04_O
FR2802	s	ʃ	e	a	2035	1604	1802	False	F06_N	M04_O
FR2803	ʃ	s	e	a	1604	2035	333	True	F06_N	F02_N
FR2804	ʃ	s	e	a	1604	2035	333	False	F06_N	F02_N
FR2805	y	ɔ	t	d	7142	9050	2788	True	F02_N	F01_N
FR2806	y	ɔ	t	d	7142	9050	2788	False	F02_N	F01_N
FR2807	ɔ	y	t	d	9050	7142	7128	True	F02_N	M07_N
FR2808	ɔ	y	t	d	9050	7142	7128	False	F02_N	M07_N
FR2809	y	ɔ	t	p	9051	1254	1904	True	F02_O	F06_O
FR2810	y	ɔ	t	p	9051	1254	1904	False	F02_O	F06_O
FR2811	ɔ	y	t	p	1254	9051	1256	True	F02_O	F02_N
FR2812	ɔ	y	t	p	1254	9051	1256	False	F02_O	F02_N
FR2813	y	ɔ	p	s	7156	1443	7154	True	F02_N	F03_O
FR2814	y	ɔ	p	s	7156	1443	7154	False	F02_N	F03_O
FR2815	ɔ	y	p	s	1443	7156	1637	True	F02_N	M01_O
FR2816	ɔ	y	p	s	1443	7156	1637	False	F02_N	M01_O
FR2817	ɔ	ø	s	k	173	1561	172	True	M02_O	F10_O
FR2818	ɔ	ø	s	k	173	1561	172	False	M02_O	F10_O
FR2819	ø	ɔ	s	k	1561	173	573	True	M02_O	M04_O
FR2820	ø	ɔ	s	k	1561	173	573	False	M02_O	M04_O
FR2821	j	n	a	e	819	1197	817	True	M01_O	F02_N
FR2822	j	n	a	e	819	1197	817	False	M01_O	F02_N
FR2823	n	j	a	e	1197	819	1195	True	M01_O	M08_N
FR2824	n	j	a	e	1197	819	1195	False	M01_O	M08_N
FR2825	a	ɔ	k	p	9052	177	9053	True	M07_O	F01_O
FR2826	a	ɔ	k	p	9052	177	9053	False	M07_O	F01_O
FR2827	ɔ	a	k	p	177	9052	9013	True	M07_O	M10_O
FR2828	ɔ	a	k	p	177	9052	9013	False	M07_O	M10_O
FR2829	ɔ̃	y	s	s	1447	2815	1446	True	M10_N	M08_N
FR2830	ɔ̃	y	s	s	1447	2815	1446	False	M10_N	M08_N
FR2831	i	ɔ	d	k	9054	1611	9055	True	F01_O	F03_O
FR2832	i	ɔ	d	k	9054	1611	9055	False	F01_O	F03_O
FR2833	ɔ	i	d	k	1611	9054	1612	True	F01_O	F06_N
FR2834	ɔ	i	d	k	1611	9054	1612	False	F01_O	F06_N
FR2835	u	ɛ	k	s	1322	1351	120	True	M08_N	F10_O
FR2836	u	ɛ	k	s	1322	1351	120	False	M08_N	F10_O
FR2837	ɛ	u	k	s	1351	1322	1266	True	M08_N	M07_O
FR2838	ɛ	u	k	s	1351	1322	1266	False	M08_N	M07_O
FR2839	ɑ̃	ɔ	t	p	2204	1254	9056	True	F02_O	M01_O
FR2840	ɑ̃	ɔ	t	p	2204	1254	9056	False	F02_O	M01_O
FR2841	ɔ	ɑ̃	t	p	1254	2204	1256	True	F02_O	F02_N
FR2842	ɔ	ɑ̃	t	p	1254	2204	1256	False	F02_O	F02_N
FR2843	ɛ	ɛ̃	i	d	610	989	612	True	F01_O	M10_N
FR2844	ɛ	ɛ̃	i	d	610	989	612	False	F01_O	M10_N
FR2845	ɛ̃	ɛ	i	d	989	610	988	True	F01_O	M02_O
FR2846	ɛ̃	ɛ	i	d	989	610	988	False	F01_O	M02_O
FR2847	ɛ	ø	p	d	1943	1048	9057	True	F02_N	M10_O
FR2848	ɛ	ø	p	d	1943	1048	9057	False	F02_N	M10_O
FR2849	ø	ɛ	p	d	1048	1943	9058	True	F02_N	F06_N
FR2850	ø	ɛ	p	d	1048	1943	9058	False	F02_N	F06_N
FR2851	y	ɔ̃	s	s	2815	1446	2925	True	M10_N	M04_O
FR2852	y	ɔ̃	s	s	2815	1446	2925	False	M10_N	M04_O
FR2853	v	ʒ	i	i	7063	7062	7064	True	F10_O	F02_N
FR2854	v	ʒ	i	i	7063	7062	7064	False	F10_O	F02_N
FR2855	p	ɡ	a	a	1309	1310	1311	True	M04_O	M10_N
FR2856	p	ɡ	a	a	1309	1310	1311	False	M04_O	M10_N
FR2857	j	ʁ	a	a	1965	10000	1966	True	F02_N	M01_O
FR2858	j	ʁ	a	a	1965	10000	1966	False	F02_N	M01_O
FR2859	ʁ	j	a	a	10000	1965	1664	True	F02_N	M04_O
FR2860	ʁ	j	a	a	10000	1965	1664	False	F02_N	M04_O
FR2861	j	ʁ	a	i	632	2053	2358	True	F02_N	F10_O
FR2862	j	ʁ	a	i	632	2053	2358	False	F02_N	F10_O
FR2863	ʁ	j	a	i	2053	632	2054	True	F02_N	M01_O
FR2864	ʁ	j	a	i	2053	632	2054	False	F02_N	M01_O
FR2865	j	ʁ	a	d	877	1674	2359	True	F06_N	F02_N
FR2866	j	ʁ	a	d	877	1674	2359	False	F06_N	F02_N
FR2867	ʁ	j	a	d	1674	877	1675	True	F06_N	F02_N
FR2868	ʁ	j	a	d	1674	877	1675	False	F06_N	F02_N
FR2869	l	f	a	a	2905	698	1985	True	M01_O	F10_O
FR2870	l	f	a	a	2905	698	1985	False	M01_O	F10_O
FR2871	f	l	a	a	698	2905	696	True	M01_O	F01_O
FR2872	f	l	a	a	698	2905	696	False	M01_O	F01_O
FR2873	l	f	e	a	1087	688	1033	True	M08_N	M10_N
FR2874	l	f	e	a	1087	688	1033	False	M08_N	M10_N
FR2875	f	l	e	a	688	1087	659	True	M08_N	F02_N
FR2876	f	l	e	a	688	1087	659	False	M08_N	F02_N
FR2877	l	f	i	a	263	655	262	True	M10_N	F06_N
FR2878	l	f	i	a	263	655	262	False	M10_N	F06_N
FR2879	f	l	i	a	655	263	654	True	M10_N	F10_O
FR2880	f	l	i	a	655	263	654	False	M10_N	F10_O
FR2881	m	t	a	a	2105	10001	2107	True	M07_N	F02_N
FR2882	m	t	a	a	2105	10001	2107	False	M07_N	F02_N
FR2883	t	m	a	a	10001	2105	1411	True	M07_N	F06_N
FR2884	t	m	a	a	10001	2105	1411	False	M07_N	F06_N
FR2885	m	t	a	i	10002	2111	639	True	F02_N	F06_N
FR2886	m	t	a	i	10002	2111	639	False	F02_N	F06_N
FR2887	t	m	a	i	2111	10002	2113	True	F02_N	M10_N
FR2888	t	m	a	i	2111	10002	2113	False	F02_N	M10_N
FR2889	m	t	i	a	1111	1381	268	True	F02_N	M10_N
FR2890	m	t	i	a	1111	1381	268	False	F02_N	M10_N
FR2891	t	m	i	a	1381	1111	292	True	F02_N	M10_N
FR2892	t	m	i	a	1381	1111	292	False	F02_N	M10_N
FR2893	ʁ	b	a	a	10000	321	1664	True	F02_N	M04_O
FR2894	ʁ	b	a	a	10000	321	1664	False	F02_N	M04_O
FR2895	b	ʁ	a	a	321	10000	10003	True	F02_N	F06_N
FR2896	b	ʁ	a	a	321	10000	10003	False	F02_N	F06_N
FR2897	ʁ	b	a	i	2053	7113	2054	True	F02_N	M01_O
FR2898	ʁ	b	a	i	2053	7113	2054	False	F02_N	M01_O
FR2899	b	ʁ	a	i	7113	2053	7112	True	F02_N	M10_N
FR2900	b	ʁ	a	i	7113	2053	7112	False	F02_N	M10_N
FR2901	ʁ	b	a	s	10004	307	1148	True	M10_N	M07_O
FR2902	ʁ	b	a	s	10004	307	1148	False	M10_N	M07_O
FR2903	b	ʁ	a	s	307	10004	341	True	M10_N	M04_O
FR2904	b	ʁ	a	s	307	10004	341	False	M10_N	M04_O
FR2905	ʁ	p	a	a	1665	1311	1664	True	M10_N	M04_O
FR2906	ʁ	p	a	a	1665	1311	1664	False	M10_N	M04_O
FR2907	p	ʁ	a	a	1311	1665	10005	True	M10_N	M04_O
FR2908	p	ʁ	a	a	1311	1665	10005	False	M10_N	M04_O
FR2909	ʁ	p	k	a	10006	531	690	True	F01_O	F06_N
FR2910	ʁ	p	k	a	10006	531	690	False	F01_O	F06_N
FR2911	p	ʁ	k	a	531	10006	10007	True	F01_O	M07_N
FR2912	p	ʁ	k	a	531	10006	10007	False	F01_O	M07_N
FR2913	ʁ	p	i	a	2565	397	1481	True	M08_N	M07_N
FR2914	ʁ	p	i	a	2565	397	1481	False	M08_N	M07_N
FR2915	p	ʁ	i	a	397	2565	10008	True	M08_N	M10_N
FR2916	p	ʁ	i	a	397	2565	10008	False	M08_N	M10_N
FR2917	ʒ	n	a	i	1676	2146	1677	True	F02_N	M10_N
FR2918	ʒ	n	a	i	1676	2146	1677	False	F02_N	M10_N
FR2919	n	ʒ	a	i	2146	1676	641	True	F02_N	F06_N
FR2920	n	ʒ	a	i	2146	1676	641	False	F02_N	F06_N
FR2921	ʒ	n	a	a	697	2143	699	True	F01_O	M01_O
FR2922	ʒ	n	a	a	697	2143	699	False	F01_O	M01_O
FR2923	n	ʒ	a	a	2143	697	2686	True	F01_O	F01_N
FR2924	n	ʒ	a	a	2143	697	2686	False	F01_O	F01_N
FR2925	ʒ	n	i	i	10009	10010	1678	True	F02_N	M10_N
FR2926	ʒ	n	i	i	10009	10010	1678	False	F02_N	M10_N
FR2927	n	ʒ	i	i	10010	10009	1190	True	F02_N	M10_N
FR2928	n	ʒ	i	i	10010	10009	1190	False	F02_N	M10_N
FR2929	e	ɔ	k	s	595	596	597	True	F01_O	F06_O
FR2930	e	ɔ	k	s	595	596	597	False	F01_O	F06_O
FR2931	ɔ	e	k	s	596	595	598	True	F01_O	F03_O
FR2932	ɔ	e	k	s	596	595	598	False	F01_O	F03_O
FR2933	e	ɔ	d	k	17	1611	584	True	F01_O	M08_N
FR2934	e	ɔ	d	k	17	1611	584	False	F01_O	M08_N
FR2935	ɔ	e	d	k	1611	17	1612	True	F01_O	F06_N
FR2936	ɔ	e	d	k	1611	17	1612	False	F01_O	F06_N
FR2937	e	ɔ	t	p	1879	1256	2404	True	F02_N	M10_N
FR2938	e	ɔ	t	p	1879	1256	2404	False	F02_N	M10_N
FR2939	ɔ	e	t	p	1256	1879	1254	True	F02_N	F02_O
FR2940	ɔ	e	t	p	1256	1879	1254	False	F02_N	F02_O
FR2941	ɛ	y	d	s	1619	135	193	True	F02_N	M08_N
FR2942	ɛ	y	d	s	1619	135	193	False	F02_N	M08_N
FR2943	y	ɛ	d	s	135	1619	134	True	F02_N	M08_N
FR2944	y	ɛ	d	s	135	1619	134	False	F02_N	M08_N
FR2945	ɛ	y	s	k	198	559	786	True	M10_N	M08_N
FR2946	ɛ	y	s	k	198	559	786	False	M10_N	M08_N
FR2947	y	ɛ	s	k	559	198	558	True	M10_N	F06_N
FR2948	y	ɛ	s	k	559	198	558	False	M10_N	F06_N
FR2949	ɛ	y	d	p	10011	1527	10012	True	M08_N	F06_N
FR2950	ɛ	y	d	p	10011	1527	10012	False	M08_N	F06_N
FR2951	y	ɛ	d	p	1527	10011	1511	True	M08_N	F01_N
FR2952	y	ɛ	d	p	1527	10011	1511	False	M08_N	F01_N
FR2953	ɛ	o	a	k	2140	2808	10013	True	F02_O	F10_O
FR2954	ɛ	o	a	k	2140	2808	10013	False	F02_O	F10_O
FR2955	o	ɛ	a	k	2808	2140	2809	True	F02_O	F02_N
FR2956	o	ɛ	a	k	2808	2140	2809	False	F02_O	F02_N
FR2957	ɛ	o	s	k	198	10014	786	True	M10_N	M08_N
FR2958	ɛ	o	s	k	198	10014	786	False	M10_N	M08_N
FR2959	o	ɛ	s	k	10014	198	10015	True	M10_N	M08_N
FR2960	o	ɛ	s	k	10014	198	10015	False	M10_N	M08_N
FR2961	ɛ	o	s	d	195	9034	196	True	M08_N	M10_N
FR2962	ɛ	o	s	d	195	9034	196	False	M08_N	M10_N
FR2963	o	ɛ	s	d	9034	195	91	True	M08_N	F03_O
FR2964	o	ɛ	s	d	9034	195	91	False	M08_N	F03_O
FR2965	n	s	i	a	10016	1324	1162	True	M07_N	M10_N
FR2966	n	s	i	a	10016	1324	1162	False	M07_N	M10_N
FR2967	s	n	i	a	1324	10016	285	True	M07_N	M04_O
FR2968	s	n	i	a	1324	10016	285	False	M07_N	M04_O
FR2969	n	s	a	i	2146	1970	641	True	F02_N	F06_N
FR2970	n	s	a	i	2146	1970	641	False	F02_N	F06_N
FR2971	s	n	a	i	1970	2146	1363	True	F02_N	F10_O
FR2972	s	n	a	i	1970	2146	1363	False	F02_N	F10_O
FR2973	n	s	a	a	2143	2167	2686	True	F01_O	F01_N
FR2974	n	s	a	a	2143	2167	2686	False	F01_O	F01_N
FR2975	s	n	a	a	2167	2143	1358	True	F01_O	F02_N
FR2976	s	n	a	a	2167	2143	1358	False	F01_O	F02_N
FR2977	i	k	s	ɛ	2473	961	366	True	F05_N	M10_N
FR2978	i	k	s	ɛ	2473	961	366	False	F05_N	M10_N
FR2979	l	ɡ	a	ɛ	1086	315	259	True	F06_N	M08_N
FR2980	l	ɡ	a	ɛ	1086	315	259	False	F06_N	M08_N
FR2981	l	ʃ	a	ɛ	1086	329	259	True	F06_N	M08_N
FR2982	l	ʃ	a	ɛ	1086	329	259	False	F06_N	M08_N
FR2983	ʒ	p	i	ɛ	1317	94	222	True	F02_O	M02_O
FR2984	ʒ	p	i	ɛ	1317	94	222	False	F02_O	M02_O
FR2985	t	ʒ	i	ɛ	407	222	114	True	M04_O	M01_O
FR2986	t	ʒ	i	ɛ	407	222	114	False	M04_O	M01_O
FR2987	ʒ	ʁ	i	ɛ	1317	2367	222	True	F02_O	M02_O
FR2988	ʒ	ʁ	i	ɛ	1317	2367	222	False	F02_O	M02_O
EN1	ɑ	æ	b	k	1845	1846	1847	True	8193	4926
EN2	ɑ	æ	b	k	1845	1846	1847	False	8193	4926
EN3	æ	ɑ	b	k	1846	1845	1848	True	8193	6509
EN4	æ	ɑ	b	k	1846	1845	1848	False	8193	6509
EN5	ɑ	ʌ	t	p	1860	1956	3616	True	2294	6895
EN6	ɑ	ʌ	t	p	1860	1956	3616	False	2294	6895
EN7	ɑ	ɛ	p	s	60	61	26	True	5802	8824
EN8	ɑ	ɛ	p	s	60	61	26	False	5802	8824
EN9	ɑ	ɛ	k	p	54	55	56	True	1571	8824
EN10	ɑ	ɛ	k	p	54	55	56	False	1571	8824
EN11	ɛ	ɑ	p	s	61	60	1864	True	5802	511
EN12	ɛ	ɑ	p	s	61	60	1864	False	5802	511
EN13	ɛ	ɑ	k	p	55	54	57	True	1571	2294
EN14	ɛ	ɑ	k	p	55	54	57	False	1571	2294
EN15	eɪ	ɑ	p	p	1868	1867	1870	True	1571	6895
EN16	eɪ	ɑ	p	p	1868	1867	1870	False	1571	6895
EN17	eɪ	ɑ	k	s	1865	1850	1866	True	3851	188
EN18	eɪ	ɑ	k	s	1865	1850	1866	False	3851	188
EN19	ɑ	i	b	k	1845	1921	1847	True	8193	4926
EN20	ɑ	i	b	k	1845	1921	1847	False	8193	4926
EN21	ɑ	i	p	p	1883	1884	1867	True	5802	1571
EN22	ɑ	i	p	p	1883	1884	1867	False	5802	1571
EN23	i	ɑ	b	k	1921	1845	2644	True	8193	2741
EN24	i	ɑ	b	k	1921	1845	2644	False	8193	2741
EN25	ɑ	oʊ	s	f	99	1888	97	True	2294	4926
EN26	ɑ	oʊ	s	f	99	1888	97	False	2294	4926
EN27	ɑ	oʊ	p	z	93	94	95	True	3347	511
EN28	ɑ	oʊ	p	z	93	94	95	False	3347	511
EN29	oʊ	ɑ	p	z	94	93	96	True	3347	4926
EN30	oʊ	ɑ	p	z	94	93	96	False	3347	4926
EN31	s	ɑ	t	p	2393	1860	1890	True	2294	5802
EN32	s	ɑ	t	p	2393	1860	1890	False	2294	5802
EN33	s	ɑ	k	p	1892	56	1893	True	8824	6509
EN34	s	ɑ	k	p	1892	56	1893	False	8824	6509
EN35	s	ɑ	k	t	1894	16	293	True	3851	6509
EN36	s	ɑ	k	t	1894	16	293	False	3851	6509
EN37	ɑ	s	t	p	1860	2393	3616	True	2294	6895
EN38	ɑ	s	t	p	1860	2393	3616	False	2294	6895
EN39	ɑ	s	k	t	16	1894	18	True	3851	6509
EN40	ɑ	s	k	t	16	1894	18	False	3851	6509
EN41	æ	ʌ	t	k	125	23	126	True	5189	2294
EN42	æ	ʌ	t	k	125	23	126	False	5189	2294
EN43	ʌ	æ	t	k	23	125	21	True	5189	511
EN44	ʌ	æ	t	k	23	125	21	False	5189	511
EN45	æ	eɪ	t	k	198	2406	125	True	1571	5189
EN46	æ	eɪ	t	k	198	2406	125	False	1571	5189
EN47	eɪ	æ	t	k	2406	198	76	True	1571	6509
EN48	eɪ	æ	t	k	2406	198	76	False	1571	6509
EN49	eɪ	æ	k	t	1909	2955	1911	True	5802	4926
EN50	eɪ	æ	k	t	1909	2955	1911	False	5802	4926
EN51	i	æ	p	s	1882	1843	1448	True	3347	6509
EN52	i	æ	p	s	1882	1843	1448	False	3347	6509
EN53	i	æ	b	k	1921	1846	2644	True	8193	2741
EN54	i	æ	b	k	1921	1846	2644	False	8193	2741
EN55	æ	oʊ	h	p	1926	1927	1928	True	8193	6509
EN56	æ	oʊ	h	p	1926	1927	1928	False	8193	6509
EN57	oʊ	æ	h	p	1927	1926	1929	True	8193	4926
EN58	oʊ	æ	h	p	1927	1926	1929	False	8193	4926
EN59	æ	s	t	k	198	199	125	True	1571	5189
EN60	æ	s	t	k	198	199	125	False	1571	5189
EN61	æ	ʊ	b	k	1934	1935	1846	True	2741	8193
EN62	æ	ʊ	b	k	1934	1935	1846	False	2741	8193
EN63	æ	ʊ	p	t	210	1937	2959	True	5802	6895
EN64	æ	ʊ	p	t	210	1937	2959	False	5802	6895
EN65	ʊ	æ	t	k	1938	125	119	True	5189	6509
EN66	ʊ	æ	t	k	1938	125	119	False	5189	6509
EN67	ʊ	æ	b	k	1935	1934	1936	True	2741	2294
EN68	ʊ	æ	b	k	1935	1934	1936	False	2741	2294
EN69	ʊ	æ	p	t	1937	210	114	True	5802	3347
EN70	ʊ	æ	p	t	1937	210	114	False	5802	3347
EN71	ʌ	eɪ	t	k	23	266	21	True	5189	511
EN72	ʌ	eɪ	t	k	23	266	21	False	5189	511
EN73	ʌ	eɪ	d	z	1946	1947	276	True	188	8824
EN74	ʌ	eɪ	d	z	1946	1947	276	False	188	8824
EN75	eɪ	ʌ	t	k	266	23	76	True	5189	6509
EN76	eɪ	ʌ	t	k	266	23	76	False	5189	6509
EN77	eɪ	ʌ	d	z	1947	1946	264	True	188	1571
EN78	eɪ	ʌ	d	z	1947	1946	264	False	188	1571
EN79	ʌ	ɪ	t	k	23	1955	21	True	5189	511
EN80	ʌ	ɪ	t	k	23	1955	21	False	5189	511
EN81	ɪ	ʌ	t	k	1955	23	2589	True	5189	8824
