index	TGT	OTH	prev_phone	next_phone	TGT_item	OTH_item	X_item
1429	ɔ̃	y	s	k	9038	1521	2383
1430	y	ɔ̃	s	k	1521	9038	558
1431	i	ɔ	k	p	744	780	732
1432	ɔ	i	k	p	780	744	9013
1433	i	ɔ	s	k	2348	172	9039
1434	ɔ	i	s	k	172	2348	173
1435	b	t	i	a	232	291	230
1436	t	b	i	a	291	232	292
1437	b	t	e	ɔ	274	9040	272
1438	t	b	e	ɔ	9040	274	1394
1439	b	t	a	a	319	1411	9007
1440	t	b	a	a	1411	319	1412
1441	b	n	a	a	319	2144	9007
1442	n	b	a	a	2144	319	2143
1443	b	n	e	a	331	1185	9041
1444	n	b	e	a	1185	331	1187
1445	b	n	e	i	2563	2562	2811
1446	n	b	e	i	2562	2563	9042
1447	b	v	i	a	232	298	230
1448	v	b	i	a	298	232	931
1449	b	v	e	ɔ	274	1465	272
1450	v	b	e	ɔ	1465	274	1463
1451	b	v	e	a	311	1469	331
1452	v	b	e	a	1469	311	1467
1453	u	ɛ	p	s	1893	1945	124
1454	ɛ	u	p	s	1945	1893	1946
1455	u	ɛ	d	t	2589	2296	9030
1456	ɛ	u	d	t	2296	2589	9043
1457	ɑ̃	ɔ	d	k	1610	1611	589
1458	ɔ	ɑ̃	d	k	1611	1610	1612
1459	ɑ̃	ɔ	k	p	9044	177	1251
1460	ɔ	ɑ̃	k	p	177	9044	9013
1461	ɑ̃	ɛ̃	t	s	3022	3023	9045
1462	ɛ̃	ɑ̃	t	s	3023	3022	9046
1463	ɑ̃	ɛ̃	s	k	1250	614	1249
1464	ɛ̃	ɑ̃	s	k	614	1250	199
1465	ɑ̃	ɛ̃	i	s	2547	1646	2791
1466	ɛ̃	ɑ̃	i	s	1646	2547	2740
1467	ɛ	ɛ̃	s	k	198	200	197
1468	ɛ̃	ɛ	s	k	200	198	614
1469	ɛ	ɛ̃	s	d	1575	1460	9047
1470	ɛ̃	ɛ	s	d	1460	1575	9048
1471	ɛ	ø	s	k	197	573	198
1472	ø	ɛ	s	k	573	197	151
1473	ɛ	ø	d	t	2296	1233	9043
1474	ø	ɛ	d	t	1233	2296	1234
1475	s	ʃ	a	e	2038	9014	9049
1476	ʃ	s	a	e	9014	2038	1556
1477	s	ʃ	a	a	1790	335	1358
1478	ʃ	s	a	a	335	1790	9015
1479	s	ʃ	e	a	2035	1604	1802
1480	ʃ	s	e	a	1604	2035	333
1481	y	ɔ	t	d	7142	9050	2788
1482	ɔ	y	t	d	9050	7142	7128
1483	y	ɔ	t	p	9051	1254	1904
1484	ɔ	y	t	p	1254	9051	1256
1485	y	ɔ	p	s	7156	1443	7154
1486	ɔ	y	p	s	1443	7156	1637
1487	ɔ	ø	s	k	173	1561	172
1488	ø	ɔ	s	k	1561	173	573
1489	j	n	a	e	819	1197	817
1490	n	j	a	e	1197	819	1195
1491	a	ɔ	k	p	9052	177	9053
1492	ɔ	a	k	p	177	9052	9013
1493	ɔ̃	y	s	s	1447	2815	1446
1494	i	ɔ	d	k	9054	1611	9055
1495	ɔ	i	d	k	1611	9054	1612
1496	u	ɛ	k	s	1322	1351	120
1497	ɛ	u	k	s	1351	1322	1266
1498	ɑ̃	ɔ	t	p	2204	1254	9056
1499	ɔ	ɑ̃	t	p	1254	2204	1256
1500	ɛ	ɛ̃	i	d	610	989	612
1501	ɛ̃	ɛ	i	d	989	610	988
1502	ɛ	ø	p	d	1943	1048	9057
1503	ø	ɛ	p	d	1048	1943	9058
1504	y	ɔ̃	s	s	2815	1446	2925
1505	v	ʒ	i	i	7063	7062	7064
1506	p	ɡ	a	a	1309	1310	1311
1507	j	ʁ	a	a	1965	10000	1966
1508	ʁ	j	a	a	10000	1965	1664
1509	j	ʁ	a	i	632	2053	2358
1510	ʁ	j	a	i	2053	632	2054
1511	j	ʁ	a	d	877	1674	2359
1512	ʁ	j	a	d	1674	877	1675
1513	l	f	a	a	2905	698	1985
1514	f	l	a	a	698	2905	696
1515	l	f	e	a	1087	688	1033
1516	f	l	e	a	688	1087	659
1517	l	f	i	a	263	655	262
1518	f	l	i	a	655	263	654
1519	m	t	a	a	2105	10001	2107
1520	t	m	a	a	10001	2105	1411
1521	m	t	a	i	10002	2111	639
1522	t	m	a	i	2111	10002	2113
1523	m	t	i	a	1111	1381	268
1524	t	m	i	a	1381	1111	292
1525	ʁ	b	a	a	10000	321	1664
1526	b	ʁ	a	a	321	10000	10003
1527	ʁ	b	a	i	2053	7113	2054
1528	b	ʁ	a	i	7113	2053	7112
1529	ʁ	b	a	s	10004	307	1148
1530	b	ʁ	a	s	307	10004	341
1531	ʁ	p	a	a	1665	1311	1664
1532	p	ʁ	a	a	1311	1665	10005
1533	ʁ	p	k	a	10006	531	690
1534	p	ʁ	k	a	531	10006	10007
1535	ʁ	p	i	a	2565	397	1481
1536	p	ʁ	i	a	397	2565	10008
1537	ʒ	n	a	i	1676	2146	1677
1538	n	ʒ	a	i	2146	1676	641
1539	ʒ	n	a	a	697	2143	699
1540	n	ʒ	a	a	2143	697	2686
1541	ʒ	n	i	i	10009	10010	1678
1542	n	ʒ	i	i	10010	10009	1190
1543	e	ɔ	k	s	595	596	597
1544	ɔ	e	k	s	596	595	598
1545	e	ɔ	d	k	17	1611	584
1546	ɔ	e	d	k	1611	17	1612
1547	e	ɔ	t	p	1879	1256	2404
1548	ɔ	e	t	p	1256	1879	1254
1549	ɛ	y	d	s	1619	135	193
1550	y	ɛ	d	s	135	1619	134
1551	ɛ	y	s	k	198	559	786
1552	y	ɛ	s	k	559	198	558
1553	ɛ	y	d	p	10011	1527	10012
1554	y	ɛ	d	p	1527	10011	1511
1555	ɛ	o	a	k	2140	2808	10013
1556	o	ɛ	a	k	2808	2140	2809
1557	ɛ	o	s	k	198	10014	786
1558	o	ɛ	s	k	10014	198	10015
1559	ɛ	o	s	d	195	9034	196
1560	o	ɛ	s	d	9034	195	91
1561	n	s	i	a	10016	1324	1162
1562	s	n	i	a	1324	10016	285
1563	n	s	a	i	2146	1970	641
1564	s	n	a	i	1970	2146	1363
1565	n	s	a	a	2143	2167	2686
1566	s	n	a	a	2167	2143	1358
267	i	k	s	ɛ	2473	961	366
528	l	ɡ	a	ɛ	1086	315	259
545	l	ʃ	a	ɛ	1086	329	259
732	ʒ	p	i	ɛ	1317	94	222
843	t	ʒ	i	ɛ	407	222	114
1095	ʒ	ʁ	i	ɛ	1317	2367	222
