index	#file	onset	offset	#phone	prev-phone	next-phone	speaker
2210	17623	0.6325	0.9425	ɔ̃	k	k	M08_N
2211	13199	0.5625	0.7225	s	k	k	M07_N
2212	17291	0.45250	0.74938	ɔ̃	k	k	F01_O
2412	15529	0.515	0.705	s	a	d	F02_N
1975	17027	0.2825	0.5525	s	a	d	M01_O
2060	20057	0.4525	0.7525	ʁ	a	d	M01_O
2237	14179	0.5475	0.8275	ʁ	e	ɔ	F01_N
2070	6792	0.5425	0.7125	ʁ	e	ɔ	F02_N
1208	18511	0.575	0.785	s	a	t	F02_N
1273	17391	0.38250	0.57693	ʁ	a	t	F02_N
2243	7173	0.515	0.775	s	a	a	F03_O
1876	5875	0.405	0.555	s	ə	t	M04_O
623	15541	0.4225	0.6325	ʒ	ə	t	M04_O
1878	8360	0.5925	0.7825	s	ə	t	F06_N
625	3312	0.48732	0.69358	ʒ	ə	t	F02_N
2264	11022	0.465	0.645	t	ɛ	f	M02_O
2265	9623	0.285	0.695	ɑ̃	ɛ	f	M02_O
1218	891	0.5925	0.8725	t	ɛ	f	M01_O
2266	7506	0.4125	0.6925	ɑ̃	ɛ	f	M08_N
2271	13155	0.47	0.73	t	s	f	F02_N
2272	5411	0.46	0.68	ɑ̃	s	f	F02_N
2273	3387	0.5125	0.8625	t	s	f	F05_N
2274	20536	0.4125	0.7525	ɑ̃	s	f	M10_N
2275	15614	0.41	0.66	t	s	d	F03_O
2276	4933	0.5825	0.8625	ɑ̃	s	d	F03_O
1335	1674	0.0525	0.5825	ɑ̃	k	s	M08_N
1336	16173	0.4225	0.6725	ɑ̃	k	s	F06_N
2287	8002	0.67250	0.85251	ɑ̃	t	p	F01_O
2288	6584	0.5425	0.7225	ɛ	t	p	F01_O
2305	10674	0.7875	0.9475	ʁ	a	k	F10_O
2140	10865	0.4125	0.6725	ɛ	a	k	F02_O
2229	15820	0.6925	0.9425	ʁ	t	p	F02_N
140	8987	0.545	0.735	a	i	ɛ	M02_O
2459	15260	0.4725	0.7125	z	e	ɔ	M01_O
2413	18461	0.29965	0.57250	ʁ	ɛ	a	M01_O
2446	11516	0.5775	0.8175	e	d	a	F02_N
552	4741	0.525	0.685	w	d	a	F02_O
2473	14416	0.3425	0.6025	i	s	ɛ	F05_N
961	15778	0.4875	0.6775	k	s	ɛ	F05_N
366	8359	0.5725	0.8525	i	s	ɛ	M10_N
715	2972	0.485	0.705	k	s	ɛ	M07_N
2471	15886	0.5925	0.8925	i	s	ɛ	F01_O
738	15892	0.3025	0.5725	p	s	ɛ	M07_N
92	20365	0.385	0.685	o	a	t	F03_O
2025	11412	0.635	0.865	k	ɛ	ɛ	F10_O
1204	8021	0.385	0.895	o	ɛ	t	F02_O
2853	8392	0.695	0.935	l	i	ɛ	M01_O
1131	5919	0.4425	0.6425	m	t	a	M07_N
2493	18726	0.57750	0.80179	y	d	i	F01_N
2858	10023	0.2625	0.5725	s	a	t	M01_O
2859	4841	0.3225	0.6425	o	s	s	F10_O
2860	10260	0.7275	0.9375	ʁ	a	t	M01_O
921	14419	0.3125	0.6225	s	i	d	M10_O
2497	17398	0.5125	0.9325	ɛ̃	i	d	M10_O
988	8127	0.5225	0.7125	ɛ̃	i	d	M02_O
1370	7047	0.6825	0.9225	s	a	ɛ	M01_O
2499	20272	0.30500	0.54649	u	s	s	F03_O
1374	13759	0.2425	0.6625	t	s	s	M01_O
2972	6375	0.38250	0.72571	t	i	ɛ	F06_N
2503	4388	0.71725	0.86265	w	v	a	F01_N
2504	13505	0.5775	0.8175	ɛ	v	a	F01_N
432	18909	0.435	0.735	ɑ̃	t	e	F06_O
2496	6493	0.58500	0.81531	y	k	p	F01_N
2865	10209	0.51775	0.69500	y	d	p	M02_O
2851	13141	0.37404	0.57000	ʁ	i	ɛ	M02_O
2508	18759	0.4025	0.8725	ɔ	e	b	F01_O
1657	798	0.3825	0.5725	ɛ	d	p	F06_N
2509	1182	0.4175	0.7275	ə	d	s	F03_O
2056	14439	0.675	0.875	ʁ	i	d	M02_O
989	18144	0.4525	0.7325	ɛ̃	i	d	F01_O
2974	13533	0.69	0.87	ʁ	d	f	F10_O
2651	18799	0.5	0.72	ə	d	f	F10_O
2817	13785	0.5825	0.9325	ʁ	d	f	M10_N
2576	5958	0.56847	0.77981	ʃ	a	a	F01_O
2562	4927	0.4625	0.6825	n	e	i	F06_N
2563	391	0.2725	0.6825	b	e	i	F06_N
2564	5680	0.38250	0.59721	n	e	i	M01_O
2732	18726	0.3975	0.6375	ɔ̃	k	d	F01_N
2581	16076	0.6325	0.9025	i	f	s	F01_O
2537	12443	0.5025	0.7525	a	f	s	F01_O
2687	18576	0.6525	0.9425	i	f	s	F01_N
2591	10782	0.2775	0.6575	ɔ̃	p	t	F01_N
2590	13973	0.4425	0.7825	ɛ̃	p	t	F01_N
2610	8452	0.39250	0.60060	ɔ̃	p	t	F06_N
2814	10437	0.32	0.57	u	s	s	F10_O
2787	3538	0.4175	0.5975	w	t	a	F01_N
2577	676	0.5125	0.8425	d	i	u	F06_N
2578	6550	0.45351	0.59552	n	i	u	F06_N
2579	17272	0.5225	0.7225	d	i	u	F06_O
2768	17264	0.5325	0.7125	d	e	i	F06_N
2522	18576	0.4625	0.6525	d	e	i	F01_N
2769	17912	0.6175	0.8475	f	e	i	F03_O
2770	8345	0.30303	0.48225	s	e	i	F03_O
2771	10785	0.5625	0.7925	f	e	i	M10_N
2746	16253	0.54	0.84	ɔ̃	k	t	F01_N
2745	12236	0.31	0.56	o	k	t	F01_N
2776	14537	0.3025	0.5625	ɔ̃	k	t	M10_N
2660	10990	0.255	0.595	ɔ̃	s	f	F05_N
2779	14913	0.7525	0.9325	u	v	v	F01_O
2778	5121	0.47250	0.65301	ø	v	v	F01_O
2837	4094	0.28250	0.50085	u	v	v	M01_O
2567	3214	0.7425	0.9325	ʁ	k	d	F01_O
2939	9203	0.71218	0.82884	ʁ	a	a	M10_O
2733	19978	0.20000	0.55833	e	b	i	F01_N
2734	16721	0.4325	0.8025	ʁ	b	i	F01_N
2735	5573	0.38250	0.61412	e	b	i	F01_O
2781	16670	0.31250	0.47379	l	i	u	F06_N
2648	16656	0.3925	0.6425	k	i	t	F06_N
2628	2718	0.2525	0.5525	ɛ	i	t	F06_N
1857	17406	0.485	0.685	k	i	t	F02_N
2898	1556	0.5825	0.8425	a	ɛ	s	M02_O
2897	3592	0.38081	0.57000	k	ɛ	s	M02_O
85	12392	0.4825	0.7525	a	ɛ	s	M10_N
2575	4243	0.49577	0.69250	p	a	a	F01_O
2906	7362	0.5125	0.7025	t	a	a	M10_O
2892	10131	0.4525	0.6225	l	a	a	M10_O
2139	12464	0.5325	0.7825	m	a	k	F02_O
2808	12986	0.29250	0.57016	o	a	k	F02_O
2141	11830	0.455	0.765	m	a	k	F06_O
1537	16347	0.665	0.855	ɛ	i	p	F02_O
2695	13888	0.605	0.855	l	i	p	F02_O
1538	4172	0.4625	0.7625	ɛ	i	p	M10_O
2802	631	0.5125	0.8125	ʁ	b	i	M10_N
2744	4112	0.29796	0.66250	ɑ̃	d	t	F01_O
2294	12518	0.5625	0.7925	ɑ̃	d	t	M10_N
2723	6058	0.20000	0.55157	k	i	t	F01_N
2724	7726	0.4425	0.8025	a	i	t	F01_N
2726	10593	0.24750	0.53466	ɑ̃	p	t	F01_N
2541	6498	0.4325	0.7125	ɑ̃	d	ɡ	M08_N
2542	14788	0.60250	0.81531	ə	d	ɡ	M08_N
2543	19655	0.45000	0.64286	ɑ̃	d	ɡ	F03_O
2548	17865	0.4425	0.5825	j	a	a	F06_N
2536	13688	0.3325	0.6625	ɑ̃	f	s	F01_O
2737	6892	0.31250	0.64455	a	f	s	F02_N
2674	6318	0.48500	0.78488	ɑ̃	t	t	F05_N
2675	13438	0.515	0.735	y	t	t	F05_N
2676	15144	0.3125	0.6925	ɑ̃	t	t	M01_O
2552	10133	0.565	0.785	p	a	a	F03_O
2752	10874	0.3725	0.6725	n	a	e	M04_O
2751	10995	0.56	0.89	p	a	e	M04_O
2606	8810	0.285	0.575	k	s	d	F02_O
2761	7519	0.335	0.615	m	k	i	F03_O
2762	9925	0.6675	0.8175	y	k	i	F03_O
2763	373	0.3875	0.5975	m	k	i	M01_O
2521	19852	0.535	0.745	l	e	i	F01_N
2571	13661	0.5825	0.7725	d	e	i	M08_N
566	20259	0.7575	0.9475	e	i	p	F01_N
2515	5850	0.6225	0.8825	œ̃	i	p	F01_N
564	15527	0.585	0.755	e	i	p	F02_O
2589	4586	0.385	0.725	u	d	t	F03_O
2296	12412	0.54142	0.68682	ɛ	d	t	F03_O
1702	667	0.6725	0.8825	l	i	p	F01_O
2528	12274	0.4325	0.7525	ɔ̃	t	s	M08_N
2527	8482	0.5175	0.8175	ɑ̃	t	s	M08_N
2599	16990	0.2125	0.6525	ɔ̃	t	s	M07_N
2923	15316	0.545	0.835	t	s	a	M02_O
2705	4411	0.6725	0.8325	ɛ	p	t	F06_N
2717	13190	0.535	0.775	ø	p	p	F03_O
2718	10332	0.3725	0.6925	a	p	p	F03_O
2719	10933	0.37573	0.56340	ø	p	p	F01_O
2818	18938	0.6725	0.8625	p	e	i	M04_O
2819	13777	0.6225	0.7825	d	e	i	M04_O
2820	14176	0.5425	0.7725	p	e	i	F01_O
2875	8054	0.4325	0.7425	ʒ	e	i	M10_O
2876	10740	0.2025	0.6025	d	e	i	M10_O
2608	8911	0.73	0.94	ʒ	e	i	M08_N
2811	19381	0.445	0.655	b	e	i	F06_O
2516	18338	0.685	0.935	l	b	d	F02_O
2517	4824	0.625	0.875	o	b	d	F02_O
2809	2722	0.3225	0.6325	o	a	k	F02_N
2629	2066	0.585	0.875	l	i	f	F01_N
2630	14519	0.5625	0.7825	ɔ̃	i	f	F01_N
2631	3026	0.3025	0.6425	l	i	f	M10_N
1968	630	0.5425	0.7625	j	ɛ	a	M08_N
2613	1443	0.6225	0.8025	l	ɛ	a	M08_N
2573	11695	0.67330	0.87787	ɑ̃	t	p	F10_O
2574	8579	0.4175	0.6375	u	t	p	F10_O
2692	15504	0.6325	0.9325	p	ɔ	t	M10_N
2691	8105	0.3225	0.7025	ɛ	ɔ	t	M10_N
2840	16593	0.405	0.645	p	ɔ	t	F03_O
2823	8433	0.4525	0.9025	ɛ	p	i	F01_N
2822	18824	0.42750	0.64286	l	p	i	F01_N
2313	9153	0.5925	0.8125	ɛ	p	i	M10_N
2685	4040	0.4275	0.8875	z	a	a	F01_N
2686	8552	0.65750	0.83898	n	a	a	F01_N
2921	10417	0.2025	0.5625	y	f	s	M10_O
2920	13620	0.4025	0.6925	i	f	s	M10_O
2580	9531	0.6025	0.8725	y	f	s	F01_O
2982	12951	0.5925	0.7625	l	a	a	F06_N
2981	1145	0.4925	0.6225	p	a	a	F06_N
1934	8722	0.5325	0.8725	ɔ̃	s	f	F02_N
2603	1618	0.66146	0.94000	ʃ	u	e	F01_N
2604	1539	0.4275	0.6875	d	u	e	F01_N
2605	9598	0.40250	0.65639	ʃ	u	e	M01_O
2706	3899	0.1125	0.5625	ɛ	p	t	M01_O
2994	20673	0.56250	0.77981	ə	d	t	F06_N
2995	835	0.5925	0.7625	e	d	t	F06_N
2583	2088	0.58000	0.83222	ə	d	t	M08_N
2688	4660	0.37250	0.61750	ɛ	f	s	F01_N
2877	15208	0.3825	0.7725	w	ʒ	a	M07_N
2774	15840	0.575	0.845	y	v	s	F02_N
2773	17111	0.5125	0.6725	a	v	s	F02_N
2839	18441	0.4925	0.7825	y	v	s	M01_O
2642	11014	0.25750	0.55664	ɛ̃	t	s	F01_N
2643	12448	0.4475	0.6875	o	t	s	F01_N
2644	17578	0.4825	0.7925	ɛ̃	t	s	M01_O
2828	19964	0.475	0.745	ɛ	t	a	F01_N
2711	597	0.345	0.585	ɛ	t	p	F02_O
2720	14473	0.55	0.79	i	d	t	M08_N
1843	11219	0.68	0.87	i	d	t	F02_N
2684	13154	0.34	0.68	t	e	i	F01_N
2570	10749	0.3825	0.6525	t	e	i	M08_N
2693	6405	0.2025	0.6525	ɛ	ɔ	t	M07_N
2690	118	0.3625	0.6225	ə	p	t	F01_N
2611	9053	0.3325	0.5825	ə	p	t	F06_N
2908	12571	0.44843	0.58250	s	k	t	M10_O
2917	18283	0.53250	0.79841	ə	k	t	M10_O
2624	15433	0.52621	0.65750	s	k	t	F03_O
2780	14108	0.5225	0.7525	ø	v	v	M07_N
3002	12426	0.6325	0.9125	ɔ̃	k	t	F06_N
3000	20495	0.6525	0.9025	s	k	t	F06_N
2910	7440	0.655	0.935	œ̃	e	k	F02_O
2911	17399	0.345	0.565	ɔ	e	k	F02_O
2831	12618	0.4625	0.7025	ə	k	k	M08_N
2775	8324	0.3125	0.6825	a	v	s	M10_N
2617	829	0.56	0.66	d	u	e	F02_N
2816	4997	0.67	0.89	t	a	a	F03_O
2907	9787	0.47250	0.71725	i	k	t	M10_O
2549	19938	0.60250	0.78657	i	k	t	M02_O
2533	17212	0.32332	0.52113	œ̃	ɛ	k	M01_O
2534	18861	0.4425	0.6825	ʁ	ɛ	k	M01_O
2535	3078	0.6275	0.9175	œ̃	ɛ	k	M04_O
2568	20645	0.4925	0.7925	ʁ	k	d	M07_N
2754	15746	0.7075	0.9175	ʁ	ɛ	k	F02_N
2615	14166	0.43250	0.63441	ɑ̃	k	ʒ	F01_O
2614	12113	0.2025	0.6525	œ̃	k	ʒ	F01_O
2634	6639	0.68	0.93	ɑ̃	k	ʒ	M07_N
2807	16500	0.5325	0.8925	a	f	s	M01_O
2738	8533	0.4025	0.7925	ɔ̃	f	s	M01_O
1842	1363	0.65500	0.82715	e	d	t	F02_N
2661	10280	0.525	0.865	a	ʃ	k	F02_O
2663	9162	0.5225	0.7925	a	ʃ	k	M01_O
2559	13312	0.54250	0.73585	ɛ̃	p	t	F06_O
2941	20016	0.4325	0.6825	e	t	s	M10_O
2940	6387	0.09250	0.42645	ɑ̃	t	s	M10_O
2764	3190	0.5025	0.7625	e	t	s	M08_N
2707	5726	0.5725	0.7625	ə	d	ɡ	F02_N
2721	5964	0.55	0.79	j	s	a	M02_O
1909	4409	0.6225	0.8725	e	d	t	F01_O
2888	11293	0.655	0.905	s	i	u	F02_O
2887	20121	0.4575	0.6875	p	i	u	F02_O
2700	4242	0.4925	0.7725	s	i	u	F01_O
2727	4029	0.39	0.79	ɑ̃	p	t	M01_O
2560	8083	0.65000	0.82208	a	p	t	F06_O
2569	9450	0.5525	0.7925	a	p	t	M10_N
1832	14348	0.2925	0.7025	i	s	a	M01_O
1385	2268	0.3825	0.5725	t	s	a	M01_O
2821	10377	0.3125	0.6025	o	t	s	M08_N
2540	17035	0.5825	0.8625	p	s	a	M01_O
2523	19023	0.6225	0.8625	l	e	i	M10_N
2913	5364	0.755	0.945	d	i	u	F02_O
2914	5823	0.52282	0.76500	t	i	u	F02_O
2191	18314	0.395	0.765	œ̃	i	p	F06_O
2616	17896	0.44	0.66	œ̃	k	ʒ	M04_O
2544	173	0.6225	0.8625	w	ʒ	a	F10_O
2825	5943	0.5375	0.7175	a	p	p	F02_N
2518	12806	0.3625	0.6825	o	b	k	F06_O
2519	17282	0.4475	0.6975	l	b	k	F06_O
2520	2812	0.7425	0.9225	o	b	k	F01_O
2931	12596	0.45012	0.56678	l	p	i	F06_N
2550	10353	0.64750	0.84067	ə	k	t	M02_O
2597	5323	0.4425	0.7125	ʁ	t	s	M08_N
2815	15026	0.24250	0.50592	y	s	s	M10_N
2794	6764	0.3875	0.6475	ɔ̃	p	d	F01_N
1927	11086	0.5225	0.8225	ɔ̃	p	d	F10_O
2670	16065	0.42250	0.65808	i	f	d	F01_N
2669	6485	0.47	0.72	ɛ̃	f	d	F01_N
2712	8062	0.33500	0.53804	i	f	d	F02_N
3015	1286	0.43660	0.75952	ɛ̃	s	t	F05_N
3016	13458	0.1325	0.5825	ɔ̃	s	t	F05_N
2638	14510	0.3975	0.6175	ɛ̃	s	t	M04_O
2722	9042	0.43998	0.59383	n	i	u	M10_N
2694	19688	0.5725	0.7825	y	t	t	F02_N
2832	17364	0.4025	0.5925	ə	k	k	F01_O
2742	4399	0.7025	0.9325	ʁ	e	i	F01_N
2585	15913	0.3825	0.6225	ə	d	t	M10_N
1954	9640	0.54250	0.67499	ɛ	d	t	M10_N
2715	6452	0.59721	0.80686	ɔ̃	f	s	F10_O
2566	17793	0.5225	0.7325	l	i	a	M08_N
2565	13704	0.7925	0.9425	ʁ	i	a	M08_N
2671	20290	0.5625	0.8525	ɛ̃	f	d	M10_N
2621	15927	0.5775	0.8975	i	s	o	M08_N
2622	2223	0.3225	0.6825	k	s	o	M08_N
2623	9502	0.62	0.84	i	s	o	M04_O
2714	9889	0.5125	0.7725	i	f	s	F10_O
2701	7227	0.4925	0.7525	p	i	u	F01_O
2657	6563	0.5625	0.7925	t	s	p	M08_N
2656	19910	0.27250	0.56002	ɔ̃	s	p	M08_N
2659	8324	0.5425	0.8425	t	s	p	M10_N
2673	15711	0.3675	0.5575	k	s	o	M04_O
2905	2268	0.5225	0.7025	l	a	a	M01_O
2729	13599	0.5725	0.8225	a	u	b	F06_N
2730	14252	0.69250	0.84744	ʁ	u	b	F06_N
2960	15861	0.46027	0.69750	a	u	b	F06_O
2830	8586	0.3225	0.5725	s	e	i	M10_N
2736	5411	0.61000	0.82546	ɔ̃	f	s	F02_N
2747	12364	0.4925	0.7725	o	k	t	M01_O
2600	17411	0.3925	0.5825	t	i	u	F06_O
2829	3276	0.5375	0.7475	ɛ	f	s	F02_N
983	18251	0.5325	0.7525	k	ɛ	s	F01_O
2788	1611	0.7075	0.9475	y	t	d	F01_N
2789	11191	0.6575	0.8975	ɔ̃	t	d	F01_N
2790	20033	0.5625	0.7525	y	t	d	M10_N
2664	9520	0.4925	0.8125	ɔ̃	i	f	M10_O
2841	18847	0.50423	0.68750	ʁ	u	b	F01_N
2653	19400	0.3675	0.6075	ə	d	f	F02_N
1384	7681	0.6825	0.8825	t	s	a	F02_O
2618	6493	0.445	0.685	ɔ	e	k	F01_N
2836	12170	0.3725	0.6625	ɔ̃	t	d	M10_N
2561	20165	0.4125	0.8025	ɛ̃	p	t	M10_N
2639	1059	0.35250	0.59552	ɔ̃	s	t	M04_O
2801	4948	0.61412	0.77500	l	b	k	F02_N
2866	17350	0.375	0.585	k	a	i	F02_O
2867	1362	0.3475	0.5675	ɲ	a	i	F02_O
2658	19302	0.55250	0.83222	ɔ̃	s	p	M10_N
2598	1298	0.4125	0.7025	ʁ	t	s	M10_N
19	10278	0.36250	0.55157	e	d	k	M10_N
42	13125	0.36250	0.57524	a	s	k	F06_N
116	11949	0.4475	0.7075	u	k	p	F03_O
159	4243	0.41250	0.58369	a	k	p	F01_O
165	19567	0.44000	0.58031	ɑ̃	d	s	M04_O
171	13866	0.23750	0.51944	a	s	k	F10_O
191	873	0.5425	0.8125	ə	k	p	M08_N
197	11373	0.63948	0.76967	ɛ	s	k	M04_O
209	16659	0.41750	0.63779	ʁ	i	k	F06_O
210	13926	0.34250	0.69020	ʁ	i	k	M10_N
211	5230	0.50250	0.70542	ʁ	d	k	F01_O
233	20027	0.5425	0.7225	d	i	a	F02_N
240	4110	0.51606	0.81250	f	a	ɛ	M10_N
243	18717	0.43998	0.58707	b	i	ɛ	F04_O
253	5125	0.6925	0.9025	j	ɛ	a	F01_O
256	12596	0.52250	0.70373	k	i	a	F06_N
258	13829	0.4325	0.6425	k	t	a	F02_N
259	17793	0.69866	0.91676	l	a	ɛ	M08_N
264	3406	0.55833	0.77136	m	a	ɛ	M08_N
267	9335	0.7225	0.9125	m	i	a	F06_N
269	7151	0.575	0.765	n	a	ɛ	M04_O
276	19531	0.77643	0.90154	p	a	ɛ	M08_N
277	7218	0.58876	0.83053	p	a	ɛ	M10_N
278	19412	0.45750	0.69020	p	i	a	M04_O
281	18558	0.6325	0.7925	p	t	a	F06_N
282	17805	0.64455	0.78995	b	a	ɛ	F06_N
291	18415	0.475	0.675	t	i	a	M04_O
296	19117	0.69020	0.84067	v	a	ɛ	F02_N
316	14147	0.28613	0.58250	ɡ	a	ɛ	M04_O
309	4472	0.26250	0.52959	b	e	a	F06_N
318	20445	0.42645	0.59214	ɡ	e	a	F02_N
319	8367	0.63272	0.76967	b	a	a	F06_N
323	17112	0.4025	0.5525	ʁ	a	ɛ	M08_N
333	17174	0.34	0.58	ʃ	e	a	F02_N
342	6812	0.39771	0.59214	ʒ	a	s	M04_O
225	10606	0.5225	0.8425	ʒ	a	s	F02_N
369	3015	0.63948	0.75107	j	a	ɛ	M04_O
370	20182	0.65301	0.80686	k	a	ɛ	M04_O
372	15685	0.5125	0.8625	k	ɛ	ɔ	F01_O
79	17316	0.72909	0.87280	n	i	ɛ	F02_N
113	14992	0.4575	0.6875	t	i	ɛ	F02_N
419	4161	0.31750	0.49408	z	i	ɛ	M04_O
420	18216	0.75783	0.91250	z	ɛ	ɔ	F01_O
374	14532	0.5625	0.8225	d	t	e	M04_O
379	6892	0.57355	0.72233	d	s	e	F02_N
469	9986	0.43750	0.65750	ʃ	i	ɛ	F03_O
223	11645	0.51750	0.71725	j	i	ɛ	M04_O
498	12642	0.57250	0.77474	e	a	t	F06_N
55	8372	0.55250	0.77643	k	a	t	F06_N
481	6398	0.53000	0.76797	e	t	a	F02_N
523	17288	0.3625	0.5625	e	s	k	M08_N
532	9460	0.72500	0.91500	p	k	a	M07_N
536	7495	0.64117	0.76290	e	a	t	F02_O
580	13579	0.53128	0.70250	e	d	p	F01_O
606	10967	0.7125	0.8625	ə	s	k	M08_N
630	10695	0.8	0.93	j	a	i	M04_O
478	16396	0.5025	0.7525	f	k	a	F06_N
640	18549	0.49746	0.64750	m	a	i	F02_N
643	8133	0.54250	0.79672	n	i	ɛ	F01_O
95	11328	0.58538	0.68682	p	i	ɛ	F01_O
645	14053	0.48250	0.69189	p	ɛ	ɔ	M07_N
661	885	0.61750	0.80010	f	s	a	F01_O
666	3291	0.51750	0.79164	y	s	ɛ	F02_N
670	683	0.38250	0.62596	y	s	a	F06_N
674	14200	0.54649	0.70542	z	i	ɛ	M07_N
675	5530	0.5725	0.7125	z	ɛ	ɔ	M07_N
691	19303	0.61412	0.77250	ʁ	k	a	F01_O
730	10576	0.4525	0.6525	i	d	s	F03_O
731	14010	0.30250	0.64117	i	s	k	M08_N
735	7184	0.48250	0.70880	o	k	p	F05_N
740	11622	0.38419	0.64250	i	t	p	M10_N
745	8317	0.69020	0.84913	s	k	p	M07_N
746	13291	0.58538	0.75107	s	k	p	M10_N
704	863	0.49239	0.82250	i	k	e	M04_O
2168	8372	0.61581	0.80250	t	k	e	F06_N
757	17597	0.5825	0.8525	i	d	s	M10_O
758	718	0.4125	0.7025	u	k	a	F06_O
767	18004	0.4875	0.7575	i	d	s	M07_N
1820	3650	0.37250	0.54649	i	d	p	M10_N
790	968	0.3925	0.6525	ʁ	d	p	F01_O
71	19685	0.34192	0.62250	m	t	ɛ	F10_O
72	167	0.57185	0.79672	m	t	ɛ	F02_N
493	11317	0.19314	0.63000	j	t	e	M01_O
805	19044	0.57185	0.80517	t	a	ɛ	F10_O
405	12097	0.65250	0.83391	t	s	e	M08_N
821	2522	0.62596	0.75952	w	v	a	F01_O
823	2764	0.605	0.895	j	s	a	F02_N
703	14275	0.4825	0.6925	j	d	a	F06_N
461	8227	0.4975	0.6575	ɲ	a	i	F02_N
875	9828	0.6525	0.9325	j	i	d	M08_N
1977	12664	0.64963	0.79672	j	i	d	F02_N
886	2834	0.70000	0.94381	ʃ	a	e	M04_O
914	19705	0.51944	0.67330	p	a	ɛ	F02_N
915	16412	0.43829	0.60000	p	a	t	M02_O
916	11758	0.5225	0.7925	p	a	t	M01_O
925	7102	0.38419	0.56500	k	a	s	M04_O
2116	8895	0.4425	0.7225	t	a	s	M01_O
1767	1889	0.24250	0.54142	t	i	d	F01_O
931	18388	0.5575	0.7275	v	i	a	F02_N
943	667	0.59552	0.72250	k	d	i	F01_O
945	4449	0.18250	0.50085	k	d	i	M07_O
453	2735	0.48901	0.67250	ɲ	i	i	M10_N
1003	1767	0.5925	0.8425	ʁ	a	s	M08_N
213	16949	0.63779	0.86434	ʃ	a	t	F03_O
214	6986	0.67330	0.81531	ʃ	a	t	M08_N
1006	15470	0.53635	0.70711	k	a	t	F10_O
220	6353	0.27767	0.58538	ʒ	a	t	F01_N
1008	18671	0.77474	0.91845	l	t	e	F02_N
1022	18251	0.4125	0.5825	l	i	ɛ	F01_O
1038	15337	0.57250	0.77812	l	t	e	M07_O
1046	18969	0.81700	0.94500	l	ɛ	ɔ	F02_N
1874	9037	0.74430	0.93250	l	i	d	F01_O
2360	14672	0.69527	0.86500	l	i	ɛ	F02_O
1101	20365	0.54500	0.81870	m	t	ɛ	F03_O
873	322	0.62088	0.80250	ɡ	i	a	F01_O
1186	3946	0.71387	0.89250	ɡ	e	a	M04_O
1191	2764	0.45012	0.60500	n	i	i	F02_N
1200	14767	0.42307	0.59750	n	i	a	M07_N
1207	6317	0.43660	0.56847	s	k	p	M04_O
1221	18628	0.60398	0.87449	u	s	s	M08_N
1225	3514	0.43250	0.59552	u	d	t	F01_O
1260	2897	0.61581	0.81362	ɔ̃	k	p	M04_O
1261	4580	0.4525	0.6525	ɔ̃	k	p	M10_N
1271	6138	0.395	0.605	ʁ	d	s	F03_O
1287	5384	0.65750	0.89309	y	s	i	M02_O
1310	7151	0.445	0.635	ɡ	a	a	M04_O
1329	16094	0.59383	0.76967	y	k	i	F10_O
1338	13500	0.47887	0.65808	s	i	t	M08_N
1343	18429	0.77643	0.90750	s	k	p	F02_N
994	18379	0.47000	0.71049	ɲ	i	k	M07_N
1375	144	0.585	0.735	t	ʒ	e	M04_O
1386	15470	0.62765	0.79000	t	k	i	F10_O
1772	18054	0.62934	0.81193	t	s	k	F01_N
2383	2401	0.4875	0.7375	ɔ̃	s	k	F01_N
1412	7866	0.5725	0.7725	t	a	a	F01_O
1415	5428	0.45500	0.59500	t	ɛ	d	F10_O
1416	6901	0.6275	0.9075	t	ɛ	d	F02_N
1422	16602	0.45689	0.64286	t	i	ɛ	M07_N
1449	8332	0.73250	0.92352	ə	k	p	M07_N
1459	8804	0.37742	0.59000	ɛ̃	s	d	F10_O
1479	5688	0.54988	0.77250	v	e	a	M01_O
1509	5988	0.61250	0.79503	y	d	s	M07_N
1440	1252	0.6825	0.9225	ɑ̃	t	e	F03_O
1527	10862	0.27250	0.54818	y	d	p	M08_N
1528	18066	0.55250	0.78319	ɛ	d	p	M08_N
2395	17239	0.67	0.84	ɛ	t	a	F03_O
1679	17316	0.64794	0.74769	ʒ	i	i	F02_N
1683	1640	0.43153	0.63250	ʁ	i	ɛ	F01_N
1765	15719	0.3625	0.5825	t	i	p	F01_O
1823	15421	0.39250	0.55157	e	b	d	F06_N
1984	13648	0.57524	0.78500	k	a	a	F10_O
952	6909	0.44	0.59	k	ɛ	a	F02_N
2044	2891	0.61500	0.77474	ʁ	a	a	F02_N
2144	7033	0.6925	0.9325	n	a	a	F06_N
2126	2801	0.39940	0.60000	t	e	ɔ	M01_O
1923	3550	0.52790	0.74250	ɑ̃	a	k	F02_N
2194	8792	0.6825	0.9025	ɑ̃	a	k	F01_O
2204	390	0.62	0.85	ɑ̃	t	p	F02_O
1212	13716	0.53466	0.76459	t	s	d	M04_O
2142	1401	0.62000	0.77812	ɛ	a	k	F10_O
2214	16411	0.4075	0.5675	ʁ	a	k	F02_N
208	15000	0.66822	0.84250	ʁ	i	ɛ	F06_N
907	12787	0.47548	0.76750	o	a	t	M01_O
2492	14245	0.34023	0.52959	m	d	i	F01_N
515	7240	0.45858	0.59214	m	d	i	F06_N
1350	11974	0.73923	0.90492	s	a	t	M04_O
141	14044	0.385	0.615	z	i	ɛ	M02_O
